id,name,description,weight,picture,quantity,stylename,type,rules
291,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
292,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,5,NULL,default,"{""sql"":"" select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a""}"
293,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,10,NULL,default,"{""sql"":"" select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a""}"
294,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
295,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
296,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
297,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
298,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
299,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
300,Comment-Video-1min,"Comment on [quantity] video(s) within 1 minute of Posting Time",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'video' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
301,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a ""}"
302,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a ""}"
303,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a ""}"
304,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,25,NULL,default,"{""sql"":"" select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a""}"
305,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a ""}"
306,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a ""}"
307,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a ""}"
308,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a ""}"
309,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,500,NULL,default,"{""sql"":"" select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a""}"
310,Comment-Link,"Comment on [quantity] link(s)",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":"" select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from comments c  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && c.comment_type = 'link') as a""}"
311,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,1,NULL,default,"{""sql"":"" select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a""}"
312,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a ""}"
313,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a ""}"
314,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a ""}"
315,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a ""}"
316,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,75,NULL,default,"{""sql"":"" select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a""}"
317,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,100,NULL,default,"{""sql"":"" select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a""}"
318,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a ""}"
319,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a ""}"
320,Comment-Link-10sec,"Comment on [quantity] link(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 10 second) < p.created_time) as a ""}"
321,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
322,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
323,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
324,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
325,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
326,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
327,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
328,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
329,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
330,Comment-Link-1min,"Comment on [quantity] link(s) within 1 minute of Posting Time",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from comments c, posts p  where c.facebook_user_id = :facebook_user_id && c.fanpage_id = :fanpage_id && p.fanpage_id = c.fanpage_id && c.comment_post_id = p.post_id && c.comment_type = 'link' &&(c.created_time - interval 1 minute) < p.created_time) as a ""}"
331,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
332,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
333,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
334,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
335,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
336,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
337,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
338,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
339,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
340,Post-General,"Made [quantity] post(s)",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id ) as a""}"
341,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
342,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
343,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
344,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
345,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
346,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
347,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
348,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
349,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
350,Post-Photo,"Made [quantity] photo type post(s)",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'photo') as a""}"
351,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a""}"
352,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,5,NULL,default,"{""sql"":"" select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a""}"
353,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,10,NULL,default,"{""sql"":"" select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a""}"
354,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a ""}"
355,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a ""}"
356,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,75,NULL,default,"{""sql"":"" select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a""}"
357,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a ""}"
358,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a ""}"
359,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a ""}"
360,Post-Video,"Made [quantity] video type post(s)",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'video') as a ""}"
361,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
362,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
363,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,10,NULL,default,"{""sql"":"" select (case when (a.a  >= 10) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a""}"
364,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
365,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
366,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
367,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
368,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
369,Post-Status,"Made [quantity] status type post(s)",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from (select count(*) as a from posts p where p.facebook_user_id = :facebook_user_id && p.fanpage_id = :fanpage_id && p.post_type = 'status') as a ""}"
